0; Zero
CELLA2.DHI.CH5.P05; Pressioni da sistema ScaniValve
CELLA2.DHI.CH5.P06; Pressioni da sistema ScaniValve
CELLA2.DHI.CH5.P07; Pressioni da sistema ScaniValve
CELLA2.DHI.CH5.P08; Pressioni da sistema ScaniValve
CELLA2.DHI.CH5.P09; Pressioni da sistema ScaniValve
CELLA2.DHI.CH5.P10; Pressioni da sistema ScaniValve
CELLA2.DHI.CH5.P11; Pressioni da sistema ScaniValve
CELLA2.DHI.CH5.P12; Pressioni da sistema ScaniValve
CELLA2.DHI.CH5.P13; Pressioni da sistema ScaniValve
CELLA2.DHI.CH5.P14; Pressioni da sistema ScaniValve
CELLA2.DHI.CH5.P15; Pressioni da sistema ScaniValve
CELLA2.DHI.CH5.P16; Pressioni da sistema ScaniValve
CELLA2.DHI.CH5.WD; Watch Dog Scanivalve
CELLA2.DHI.CH6.P01; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6.P02; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6.P03; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6.P04; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6.P05; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6.P06; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6.P07; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6.P08; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6.P09; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6.P10; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6.P11; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6.P12; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6.P13; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6.P14; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6.P15; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6.P16; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6.WD; Watch Dog Scanivalve
CELLA2.DHI.CH6H.P01; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6H.P02; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6H.P03; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6H.P04; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6H.P05; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6H.P06; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6H.P07; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6H.P08; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6H.P09; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6H.P10; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6H.P11; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6H.P12; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6H.P13; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6H.P14; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6H.P15; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6H.P16; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6L.P01; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6L.P02; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6L.P03; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6L.P04; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6L.P05; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6L.P06; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6L.P07; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6L.P08; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6L.P09; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6L.P10; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6L.P11; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6L.P12; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6L.P13; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6L.P14; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6L.P15; Pressioni da sistema ScaniValve
CELLA2.DHI.CH6L.P16; Pressioni da sistema ScaniValve
CELLA2.DHI.OFFSET_PRES_ENDOSCOPIO; Pressione OffSet endoscopio DHI
CELLA2.DHI.OL.M; Avvio Pompa Open Loop
CELLA2.DHI.OL.S; Stato Pompa Open Loop
CELLA2.ENDESA.VALV.DENOX1.F; 
CELLA2.ENDESA.VALV.DENOX1.OFF; Comando chiusura valvola DeNOx1
CELLA2.ENDESA.VALV.DENOX1.ON; Comando apertura valvola DeNOx1
CELLA2.ENDO.AIR.FT; Portata aria raffreddamento endoscopio
CELLA2.ENDO.AIR.OFFSET; Pressione OffSet endoscopio
CELLA2.ENDO.WATER.FT; Portata acqua raffreddamento endoscopio
CELLA2.FIAMMA.F; 
CELLA2.FRAME; Frame Corrente
CELLA2.MIS.08PT503.F; 
CELLA2.MIS.08PT552.F; 
CELLA2.MIS.10PT032.F; 
CELLA2.MIS.10PT072.F; 
CELLA2.MIS.10TT074.F; 
CELLA2.MIS.11PT028.F; 
CELLA2.MIS.15DP503.F; 
CELLA2.MIS.15PT501.F; 
CELLA2.MIS.15PT515.F; 
CELLA2.MIS.15TE501.F; 
CELLA2.MIS.15TE502.F; 
CELLA2.MIS.15TE502.H; 
CELLA2.MIS.15TE506.F; 
CELLA2.MIS.15TE507.F; 
CELLA2.MIS.15TE508.F; 
CELLA2.MIS.15TE534.F; 
CELLA2.MIS.15TE534.H; 
CELLA2.MIS.15TE535.F; 
CELLA2.MIS.15TE535.H; 
CELLA2.MIS.21FK130.F; 
CELLA2.MIS.21FK130.H; 
CELLA2.MIS.F039MIS2.F; 
CELLA2.MIS.F049MIS2.F; 
CELLA2.MIS.FT386.F; 
CELLA2.MIS.P201.F; 
CELLA2.MIS.P211.F; 
CELLA2.MIS.P212.H; 
CELLA2.MIS.P213.H; 
CELLA2.MIS.W21FT141.F; 
CELLA2.MPN.MPN2.P_D_DIFF; 
CELLA2.MPN.MPN2.P_D_DIFF2; 
CELLA2.MPN.MPN2.P_D_KIEL; 
CELLA2.MPN.MPN2.P_D_RAKE; 
CELLA2.MPN.MPN2.P_S_DIFF; 
CELLA2.MPN.MPN2.P_S_DIFF2; 
CELLA2.MPN.MPN2.P_S_KIEL; 
CELLA2.MPN.MPN2.P_S_RAKE; 
CELLA2.MPN.MPN2.TB121.ESC; 
CELLA2.MPN.MPN2.TB122.ESC; 
CELLA2.MPN.MPN2.TB123.ESC; 
CELLA2.MPN.MPN2.TB124.ESC; 
CELLA2.NOTE.A; 
CELLA2.NOTE.C; 
CELLA2.NP.DLN1.KTGB.ALM; 
CELLA2.NP.DLN1.KTGBA02.E; 
CELLA2.NP.DLN1.KTGBA03.E; 
CELLA2.NP.DLN1.KTGBB02.E; 
CELLA2.NP.DLN1.KTGBB03.E; 
CELLA2.NP.DLN1.KTGBC02.E; 
CELLA2.NP.DLN1.KTGBD02.E; 
CELLA2.NP.DLN1.KTGNB0101.E; 
CELLA2.NP.DLN1.KTGNB0102.E; 
CELLA2.NP.DLN1.KTGNB0103.E; 
CELLA2.NP.DLN1.KTGNB0104.E; 
CELLA2.NP.DLN1.KTGNB0105.E; 
CELLA2.NP.DLN1.KTGNB0201.E; 
CELLA2.NP.DLN1.KTGNB0202.E; 
CELLA2.NP.DLN1.KTGNB0203.E; 
CELLA2.NP.DLN1.KTGNB0204.E; 
CELLA2.NP.DLN1.KTGNB0205.E; 
CELLA2.NP.DLN1.KTGNB0301.E; 
CELLA2.NP.DLN1.KTGNB0302.E; 
CELLA2.NP.DLN1.KTGNB0303.E; 
CELLA2.NP.DLN1.KTGNB0304.E; 
CELLA2.NP.DLN1.KTGNB0305.E; 
CELLA2.NP.KTGNB.VISIBLE; 
CELLA2.OFELIA.C00; CON_P_FUEL_5 - Input pressure on PL
CELLA2.OFELIA.C01; CON_P_FUEL_6 - Input pressure on SL
CELLA2.OFELIA.C02; CON_P_FUEL_7 - Delta pressure on heater PL
CELLA2.OFELIA.C03; CON_P_FUEL_8 - Delta pressure on heater SL
CELLA2.OFELIA.C04; SKI_P_FUEL_1 - Output pressure from filter skid on PL
CELLA2.OFELIA.C05; SKI_P_FUEL_2 - Output pressure from filter skid on SL
CELLA2.OFELIA.C06; SKI_P_FUEL_3 - Delta Pressure on filter PL
CELLA2.OFELIA.C07; SKI_P_FUEL_4 - Delta Pressure on filter SL
CELLA2.OFELIA.C08; CON_T_FUEL_1 - Input temperature of fuel on PL
CELLA2.OFELIA.C09; CON_T_FUEL_2 - Input temperature of fuel on SL
CELLA2.OFELIA.C10; CON_T_FUEL_3 - Output temperature of fuel from container on PL
CELLA2.OFELIA.C11; CON_T_FUEL_4 - Output temperature of fuel from container on SL
CELLA2.OFELIA.C12; SKI_T_FUEL_1 - Input temperature of fuel in filter skid on PL
CELLA2.OFELIA.C13; SKI_T_FUEL_2 - Input temperature of fuel in filter skid on SL
CELLA2.OFELIA.C14; SKI_T_FUEL_3 - Output temperature of fuel from filter skid on PL
CELLA2.OFELIA.C15; SKI_T_FUEL_4 - Output temperature of fuel from filter skid on SL
CELLA2.OFELIA.C16; OXY_G_TANK_1 - O2 inside fuel tank
CELLA2.OFELIA.C17; OXY_T_TANK_1 - Temperature of fluid inside fuel tank
CELLA2.OFELIA.C18; OXY_P_TANK_1 - Pressure inside fuel tank
CELLA2.OFELIA.C19; BT5.1  - Temperatura JET A1 Recovery TANK
CELLA2.OFELIA.C20; SL2 - Sensore livello Recovery Tank
CELLA2.OFELIA.C21; BT5
CELLA2.OFELIA.C22; EB1_TE1 - Temp kerosene in uscita da riscaldatore
CELLA2.OFELIA.C23; EB1_TE2
CELLA2.OFELIA.C24; EB1_TE3
CELLA2.OFELIA.C25; EB1_TE4
CELLA2.OFELIA.C26; EB1_TE5
CELLA2.OFELIA.C27; EB1_TE6
CELLA2.OFELIA.C28; EB1_TE7
CELLA2.OFELIA.C29; EB2.1_TE1 - Temp kerosene in uscita da riscaldatore
CELLA2.OFELIA.C30; EB2.1_TE2
CELLA2.OFELIA.C31; EB2.1_TE3
CELLA2.OFELIA.C32; EB2.1_TE4
CELLA2.OFELIA.C33; EB2.1_TE5
CELLA2.OFELIA.C34; EB2.1_TE6
CELLA2.OFELIA.C35; EB2.1_TE7
CELLA2.OFELIA.C36; EB2.2_TE1 - Temp kerosene in uscita da riscaldatore
CELLA2.OFELIA.C37; EB2.2_TE2
CELLA2.OFELIA.C38; EB2.2_TE3
CELLA2.OFELIA.C39; EB2.2_TE4
CELLA2.OFELIA.C40; EB2.2_TE5
CELLA2.OFELIA.C41; EB2.2_TE6
CELLA2.OFELIA.C42; EB2.2_TE7
CELLA2.OFELIA.C43; EB2.3_TE1 - Temp kerosene in uscita da riscaldatore
CELLA2.OFELIA.C44; EB2.3_TE2
CELLA2.OFELIA.C45; EB2.3_TE3
CELLA2.OFELIA.C46; EB2.3_TE4
CELLA2.OFELIA.C47; EB2.3_TE5
CELLA2.OFELIA.C48; EB2.3_TE6
CELLA2.OFELIA.C49; EB2.3_TE7
CELLA2.OFELIA.C50; SPARE
CELLA2.OFELIA.C51; SPARE
CELLA2.OFELIA.C52; SPARE
CELLA2.OFELIA.C53; SPARE
CELLA2.OFELIA.C54; SPARE
CELLA2.OFELIA.C55; SPARE
CELLA2.OFELIA.C56; SPARE
CELLA2.OFELIA.C57; SPARE
CELLA2.OFELIA.C58; SPARE
CELLA2.OFELIA.C59; SPARE
CELLA2.OFELIA.DC00; FC_aperto_KH18 - Return vlv to main tank jet-a1
CELLA2.OFELIA.DC01; FC_chiuso_KH18 - Return vlv to main tank jet-a1
CELLA2.OFELIA.DC02; FC_aperto_KH1.2 - Ingresso Jet a1 freddo linea primaria (SAFETY)
CELLA2.OFELIA.DC03; FC_chiuso_KH1.2 - Ingresso Jet a1 freddo linea primaria (SAFETY)
CELLA2.OFELIA.DC04; FC_aperto_KH1.21 - Ingresso Jet a1 freddo linea primaria (NO SAFETY)
CELLA2.OFELIA.DC05; FC_chiuso_KH1.21 - Ingresso Jet a1 freddo linea primaria (NO SAFETY)
CELLA2.OFELIA.DC06; FC_aperto_KH1.3 - Uscita JET A1 dal container Linea primaria
CELLA2.OFELIA.DC07; FC_chiuso_KH1.3 - Uscita JET A1 dal container Linea primaria
CELLA2.OFELIA.DC08; FC_aperto_KH1.4 - Jet A1 Linea primaria verso test article (Ultima valvola locci
CELLA2.OFELIA.DC09; FC_chiuso_KH1.4 - Jet A1 Linea primaria verso test article (Ultima valvola locci
CELLA2.OFELIA.DC10; FC_aperto_KH2.2 - Ingresso Jet a1 freddo linea secondaria (SAFETY)
CELLA2.OFELIA.DC11; FC_chiuso_KH2.2 - Ingresso Jet a1 freddo linea secondaria (SAFETY)
CELLA2.OFELIA.DC12; FC_aperto_KH2.21 - Ingresso Jet a1 freddo linea secondaria (NO SAFETY)
CELLA2.OFELIA.DC13; FC_chiuso_KH2.21 - Ingresso Jet a1 freddo linea secondaria (NO SAFETY)
CELLA2.OFELIA.DC14; FC_aperto_KH2.3 - Uscita JET A1 dal container Linea Secondaria
CELLA2.OFELIA.DC15; FC_chiuso_KH2.3 - Uscita JET A1 dal container Linea Secondaria
CELLA2.OFELIA.DC16; FC_aperto_KH2.4 - Jet A1 Linea secondaria verso test article (Ultima valvola loc
CELLA2.OFELIA.DC17; FC_chiuso_KH2.4 - Jet A1 Linea secondaria verso test article (Ultima valvola loc
CELLA2.OFELIA.DC18; FC_aperto_KH3.6 - Soffiaggio Azoto al test article (SAFETY)
CELLA2.OFELIA.DC19; FC_chiuso_KH3.6 - Soffiaggio Azoto al test article (SAFETY)
CELLA2.OFELIA.DC20; Contatto di aperto_EB1
CELLA2.OFELIA.DC21; Contatto di aperto_EB2.1
CELLA2.OFELIA.DC22; Contatto di aperto_EB2.2
CELLA2.OFELIA.DC23; Contatto di aperto_EB2.3
CELLA2.OFELIA.DC24; Main heaters contactor - Comune a tutti i riscaldatori (SAFETY)
CELLA2.OFELIA.DC25; FC_aperto_KH1.6 - Ritorno Jet A1 alla linea di scarico dalla linea primaria (dop
CELLA2.OFELIA.DC26; 
CELLA2.OFELIA.DC27; FC_aperto_KH2.6 - Ritorno Jet A1 alla linea di scarico dalla linea secondaria (d
CELLA2.OFELIA.DC28; FC_chiuso_KH2.6 - Ritorno Jet A1 alla linea di scarico dalla linea secondaria (d
CELLA2.OFELIA.DC29; FC_aperto_KH21 - Ingresso JET A1 dal container RETURN LINE
CELLA2.OFELIA.DC30; FC_chiuso_KH21 - Ingresso JET A1 dal container RETURN LINE
CELLA2.OFELIA.DC31; FC_aperto_KH12 - Ingresso Acqua allo scambiatore LOCCIONI
CELLA2.OFELIA.DC32; FC_chiuso_KH12 - Ingresso Acqua allo scambiatore LOCCIONI
CELLA2.OFELIA.DC33; FC_aperto_KH13 - Uscita Acqua allo scambiatore LOCCIONI
CELLA2.OFELIA.DC34; FC_chiuso_KH13 - Uscita Acqua allo scambiatore LOCCIONI
CELLA2.OFELIA.DC35; FC_aperto_KH2.31 - Ingresso Jet A1 freddo a riscaldatore EB2.1
CELLA2.OFELIA.DC36; FC_chiuso_KH2.31 - Ingresso Jet A1 freddo a riscaldatore EB2.1
CELLA2.OFELIA.DC37; FC_aperto_KH2.32 - Ingresso Jet A1 freddo a riscaldatore EB2.2
CELLA2.OFELIA.DC38; FC_chiuso_KH2.32 - Ingresso Jet A1 freddo a riscaldatore EB2.2
CELLA2.OFELIA.DC39; FC_aperto_KH2.33 - Ingresso Jet A1 freddo a riscaldatore EB2.3
CELLA2.OFELIA.DC40; FC_chiuso_KH2.33 - Ingresso Jet A1 freddo a riscaldatore EB2.3
CELLA2.OFELIA.DC41; WDOG scambio dati loccioni
CELLA2.OFELIA.DC42; 
CELLA2.OFELIA.DC43; 
CELLA2.OFELIA.DC44; 
CELLA2.OFELIA.DC45; 
CELLA2.OFELIA.DC46; 
CELLA2.OFELIA.DC47; 
CELLA2.OFELIA.DC48; 
CELLA2.OFELIA.DC49; 
CELLA2.OFELIA.DC50; 
CELLA2.OFELIA.DC51; 
CELLA2.OFELIA.DC52; 
CELLA2.OFELIA.DC53; 
CELLA2.OFELIA.DC54; 
CELLA2.OFELIA.DC55; 
CELLA2.OFELIA.DC56; 
CELLA2.OFELIA.DC57; 
CELLA2.OFELIA.DC58; 
CELLA2.OFELIA.DC59; 
CELLA2.OFELIA.W_DOG; 
CELLA2.OFELIA.W_DOG_ALL; Mancata comunicazione WDOG Loccioni 1 => allarme
CELLA2.PED.PERDITAF.FL1; Valore memorizzato tc perdita fiamma
CELLA2.PED.PERDITAF.FL2; Valore memorizzato tc perdita fiamma
CELLA2.PED.PERDITAF.FL2.E; Esclusione Termocoppia perdita fiamma
CELLA2.PEK.21FS952.F; 
CELLA2.PEK.ALL.ATMZ_AIR; 
CELLA2.PEK.ATOMIZING.OP_PRG; 
CELLA2.PEK.ATOMIZING.OP_RATIO; 
CELLA2.PEK.ATOMIZING.RIS.ALL; 
CELLA2.PEK.ATOMIZING.RIS.MIST; 
CELLA2.PEK.ATOMIZING.RIS.ONOF; 
CELLA2.PEK.ATOMIZING.RIS.SEPO; 
CELLA2.PEK.ATOMIZING.T_ALL; 
CELLA2.PEK.FV154.APERTA; 
CELLA2.PEK.FV154.CHIUSA; 
CELLA2.PEK.FV154.H; 
CELLA2.PEK.FV155.APERTA; 
CELLA2.PEK.FV155.CHIUSA; 
CELLA2.PEK.FV155.F; 
CELLA2.PEK.FV155.IN_MANUALE; 
CELLA2.PEK.FV155.OUT_PLC; 
CELLA2.PEK.FV172.APERTA; 
CELLA2.PEK.FV172.APRI; 
CELLA2.PEK.FV172.CHIUDI; 
CELLA2.PEK.FV172.CHIUSA; 
CELLA2.PEK.FV172.F; 
CELLA2.PEK.FV172.OUT_PLC; 
CELLA2.PEK.KTGNB.ESC_01; 
CELLA2.PEK.KTGNB.ESC_02; 
CELLA2.PEK.KTGNB.ESC_03; 
CELLA2.PEK.KTGNB.ESC_04; 
CELLA2.PEK.KTGNB.ESC_05; 
CELLA2.PEK.KTGNB.ESC_06; 
CELLA2.PEK.KTGNB.ESC_07; 
CELLA2.PEK.KTGNB.ESC_08; 
CELLA2.PEK.KTGNB.ESC_09; 
CELLA2.PEK.KTGNB.ESC_10; 
CELLA2.PEK.KTGNB.ESC_11; 
CELLA2.PEK.KTGNB.ESC_12; 
CELLA2.PEK.KTGNB.ESC_13; 
CELLA2.PEK.KTGNB.ESC_14; 
CELLA2.PEK.KTGNB.ESC_15; 
CELLA2.PEK.KTGNB.TOT_BLK; 
CELLA2.PEK.KTGNB.TOT_ESC; 
CELLA2.PEK.KTGNB.VISIBLE; 
CELLA2.PEK.KTGTP.ESC_01; 
CELLA2.PEK.KTGTP.ESC_02; 
CELLA2.PEK.KTGTP.ESC_03; 
CELLA2.PEK.KTGTP.ESC_04; 
CELLA2.PEK.KTGTP.ESC_05; 
CELLA2.PEK.KTGTP.ESC_06; 
CELLA2.PEK.KTGTP.ESC_07; 
CELLA2.PEK.KTGTP.ESC_08; 
CELLA2.PEK.KTGTP.ESC_09; 
CELLA2.PEK.KTGTP.ESC_10; 
CELLA2.PEK.KTGTP.ESC_11; 
CELLA2.PEK.KTGTP.ESC_12; 
CELLA2.PEK.KTGTP.ESC_13; 
CELLA2.PEK.KTGTP.ESC_14; 
CELLA2.PEK.KTGTP.ESC_15; 
CELLA2.PEK.KTGTP.TOT_BLK; 
CELLA2.PEK.KTGTP.TOT_ESC; 
CELLA2.PEK.KTGTP.VISIBLE; 
CELLA2.PEK.VAPORE.Q_MASSA; 
CELLA2.PEK.VAPORE.Q_VOLUME; 
CELLA2.PRESSIONE_CELLA; Pressione di riferimento cella 2
CELLA2.RAFFR.10FI801; L1_Flow_Rate - kg/s
CELLA2.RAFFR.10FI801.ATT; L1 Flow rate reliability (0=ok)
CELLA2.RAFFR.10FI801.CISO; L1 Isoentropic coefficient
CELLA2.RAFFR.10FI801.CISO_ATT; L1 Isoentropic coefficient reliability (0=ok)
CELLA2.RAFFR.10FI801.DENS; L1 density - kg/m3
CELLA2.RAFFR.10FI801.DENS_ATT; L1 density reliability (0=ok)
CELLA2.RAFFR.10FI801.OD; L1 orifice diameter at 20°C - m
CELLA2.RAFFR.10FI801.TD; L1 internal tube diameter at 20°C - m
CELLA2.RAFFR.10FI801.VISC; L1 Viscosity - Pa s
CELLA2.RAFFR.10FI801.VISC_ATT; L1 Viscosity reliability (0=ok)
CELLA2.RAFFR.10FI802; L2 Flow Rate
CELLA2.RAFFR.10FI802.ATT; L2 flow rate reliability (0=ok)
CELLA2.RAFFR.10FI802.CISO; L2 Isoentropic coefficient
CELLA2.RAFFR.10FI802.CISO_ATT; L2 Isoentropic coefficient reliability (0=ok)
CELLA2.RAFFR.10FI802.DENS; L2 density
CELLA2.RAFFR.10FI802.DENS_ATT; L2 density reliability (0=ok)
CELLA2.RAFFR.10FI802.OD; L2 orifice diameter at 20°C
CELLA2.RAFFR.10FI802.TD; L2 internal tube diameter at 20°C
CELLA2.RAFFR.10FI802.VISC; L2 Viscosity
CELLA2.RAFFR.10FI802.VISC_ATT; 
CELLA2.RAFFR.10FI803; L3 Flow Rate
CELLA2.RAFFR.10FI803.ATT; L3 flow rate reliability (0=ok)
CELLA2.RAFFR.10FI803.CISO; L3 Isoentropic coefficient
CELLA2.RAFFR.10FI803.CISO_ATT; L3 Isoentropic coefficient reliability (0=ok)
CELLA2.RAFFR.10FI803.DENS; L3 density
CELLA2.RAFFR.10FI803.DENS_ATT; L3 density reliability (0=ok)
CELLA2.RAFFR.10FI803.OD; L3 orifice diameter at 20°C
CELLA2.RAFFR.10FI803.TD; L3 internal tube diameter at 20°C
CELLA2.RAFFR.10FI803.VISC; L3 Viscosity
CELLA2.RAFFR.10FI803.VISC_ATT; L3 viscosity reliability (0=ok)
CELLA2.RAFFR.10FI804; L4 Flow Rate
CELLA2.RAFFR.10FI804.ATT; L4 flow rate reliability (0=ok)
CELLA2.RAFFR.10FI804.CISO; L4 Isoentropic coefficient
CELLA2.RAFFR.10FI804.CISO_ATT; L4 Isoentropic coefficient reliability (0=ok)
CELLA2.RAFFR.10FI804.DENS; L4 density
CELLA2.RAFFR.10FI804.DENS_ATT; L4 density reliability (0=ok)
CELLA2.RAFFR.10FI804.OD; L4 orifice diameter at 20°C
CELLA2.RAFFR.10FI804.TD; L4 internal tube diameter at 20°C
CELLA2.RAFFR.10FI804.VISC; L4 Viscosity
CELLA2.RAFFR.10FI804.VISC_ATT; L4 viscosity reliability (0=ok)
CELLA2.RAFFR.10FI805; L5 Flow Rate
CELLA2.RAFFR.10FI805.ATT; L5 flow rate reliability (0=ok)
CELLA2.RAFFR.10FI805.CISO; L5 Isoentropic coefficient
CELLA2.RAFFR.10FI805.CISO_ATT; L5 Isoentropic coefficient reliability (0=ok)
CELLA2.RAFFR.10FI805.DENS; L5 density
CELLA2.RAFFR.10FI805.DENS_ATT; L5 density reliability (0=ok)
CELLA2.RAFFR.10FI805.OD; L5 orifice diameter at 20°C
CELLA2.RAFFR.10FI805.TD; L5 internal tube diameter at 20°C
CELLA2.RAFFR.10FI805.VISC; L5 Viscosity
CELLA2.RAFFR.10FI805.VISC_ATT; L5 viscosity reliability (0=ok)
CELLA2.RAFFR.10FI806; L6 Flow Rate
CELLA2.RAFFR.10FI806.ATT; L6 flow rate reliability (0=ok)
CELLA2.RAFFR.10FI806.CISO; L6 Isoentropic coefficient
CELLA2.RAFFR.10FI806.CISO_ATT; L6 Isoentropic coefficient reliability (0=ok)
CELLA2.RAFFR.10FI806.DENS; L6 density
CELLA2.RAFFR.10FI806.DENS_ATT; L6 density reliability (0=ok)
CELLA2.RAFFR.10FI806.OD; L6 orifice diameter at 20°C
CELLA2.RAFFR.10FI806.TD; L6 internal tube diameter at 20°C
CELLA2.RAFFR.10FI806.VISC; L6 Viscosity
CELLA2.RAFFR.10FI806.VISC_ATT; L6 viscosity reliability (0=ok)
CELLA2.RAFFR.10FIC801.DEADBAND; PID dead band
CELLA2.RAFFR.10FIC801.GUADPROP; PID proportional gain
CELLA2.RAFFR.10FIC801.KP; PID kp
CELLA2.RAFFR.10FIC801.MAN_AUT; PID manual or automatic selector (0=manual)
CELLA2.RAFFR.10FIC801.OP_PRG; PID opertator or SEPO selector (0=operator)
CELLA2.RAFFR.10FIC801.OUT; PID out
CELLA2.RAFFR.10FIC801.SP_AUTO; PID set point operator
CELLA2.RAFFR.10FIC801.SP_MAN; PID set point manual
CELLA2.RAFFR.10FIC801.SP_PROG; PID set point SEPO
CELLA2.RAFFR.10FIC801.TEMPODER; PID derivative time
CELLA2.RAFFR.10FIC801.TEMPOINT; PID integral time
CELLA2.RAFFR.10FIC802.DEADBAND; PID dead band
CELLA2.RAFFR.10FIC802.GUADPROP; PID proportional gain
CELLA2.RAFFR.10FIC802.KP; PID kp
CELLA2.RAFFR.10FIC802.MAN_AUT; PID manual or automatic selector (0=manual)
CELLA2.RAFFR.10FIC802.OP_PRG; PID operator or SEPO selector (0=operator)
CELLA2.RAFFR.10FIC802.OUT; PID out
CELLA2.RAFFR.10FIC802.SP_AUTO; PID set point operator
CELLA2.RAFFR.10FIC802.SP_MAN; PID set point manual
CELLA2.RAFFR.10FIC802.SP_PROG; PID set point SEPO
CELLA2.RAFFR.10FIC802.TEMPODER; PID derivative time
CELLA2.RAFFR.10FIC802.TEMPOINT; PID integral time
CELLA2.RAFFR.10FIC803.DEADBAND; PID dead band
CELLA2.RAFFR.10FIC803.GUADPROP; PID proportional gain
CELLA2.RAFFR.10FIC803.KP; PID kp
CELLA2.RAFFR.10FIC803.MAN_AUT; PID manual or automatic selector (0=manual)
CELLA2.RAFFR.10FIC803.OP_PRG; PID operator or SEPO selector (0=operator)
CELLA2.RAFFR.10FIC803.OUT; PID out
CELLA2.RAFFR.10FIC803.SP_AUTO; PID set point operator
CELLA2.RAFFR.10FIC803.SP_MAN; PID set point manual
CELLA2.RAFFR.10FIC803.SP_PROG; PID set point SEPO
CELLA2.RAFFR.10FIC803.TEMPODER; PID derivative time
CELLA2.RAFFR.10FIC803.TEMPOINT; PID integral time
CELLA2.RAFFR.10FIC804.DEADBAND; PID dead band
CELLA2.RAFFR.10FIC804.GUADPROP; PID proportional gain
CELLA2.RAFFR.10FIC804.KP; PID kp
CELLA2.RAFFR.10FIC804.MAN_AUT; PID manual or automatic selector (0=manual)
CELLA2.RAFFR.10FIC804.OP_PRG; PID operator or SEPO selector (0=operator)
CELLA2.RAFFR.10FIC804.OUT; PID out
CELLA2.RAFFR.10FIC804.SP_AUTO; PID set point operator
CELLA2.RAFFR.10FIC804.SP_MAN; PID set point manual
CELLA2.RAFFR.10FIC804.SP_PROG; PID set point SEPO
CELLA2.RAFFR.10FIC804.TEMPODER; PID derivative time
CELLA2.RAFFR.10FIC804.TEMPOINT; PID integral time
CELLA2.RAFFR.10FIC805.DEADBAND; PID dead band
CELLA2.RAFFR.10FIC805.GUADPROP; PID proportional gain
CELLA2.RAFFR.10FIC805.KP; PID kp
CELLA2.RAFFR.10FIC805.MAN_AUT; PID manual or automatic selector (0=manual)
CELLA2.RAFFR.10FIC805.OP_PRG; PID operator or SEPO selector (0=operator)
CELLA2.RAFFR.10FIC805.OUT; PID out
CELLA2.RAFFR.10FIC805.SP_AUTO; PID set point operator
CELLA2.RAFFR.10FIC805.SP_MAN; PID set point manual
CELLA2.RAFFR.10FIC805.SP_PROG; PID set point SEPO
CELLA2.RAFFR.10FIC805.TEMPODER; PID derivative time
CELLA2.RAFFR.10FIC805.TEMPOINT; PID integral time
CELLA2.RAFFR.10FIC806.DEADBAND; PID dead band
CELLA2.RAFFR.10FIC806.GUADPROP; PID proportional gain
CELLA2.RAFFR.10FIC806.KP; PID kp
